"cidr","hostmin","hostmax","vendor"
"40.78.217.0/24","40.78.217.0","40.78.217.255","Azure"
"40.78.218.0/24","40.78.218.0","40.78.218.255","Azure"
"40.78.219.0/24","40.78.219.0","40.78.219.255","Azure"
"40.78.220.0/24","40.78.220.0","40.78.220.255","Azure"
"40.78.221.0/24","40.78.221.0","40.78.221.255","Azure"
"40.78.222.0/24","40.78.222.0","40.78.222.255","Azure"
"40.78.223.0/24","40.78.223.0","40.78.223.255","Azure"
"40.78.224.0/21","40.78.224.0","40.78.231.255","Azure"
"40.78.224.0/26","40.78.224.0","40.78.224.63","Azure"
"40.78.224.128/26","40.78.224.128","40.78.224.191","Azure"
"40.78.225.0/26","40.78.225.0","40.78.225.63","Azure"
"40.78.225.128/26","40.78.225.128","40.78.225.191","Azure"
"40.78.226.0/25","40.78.226.0","40.78.226.127","Azure"
"40.78.226.128/26","40.78.226.128","40.78.226.191","Azure"
"40.78.226.192/29","40.78.226.192","40.78.226.199","Azure"
"40.78.226.200/29","40.78.226.200","40.78.226.207","Azure"
"40.78.226.208/29","40.78.226.208","40.78.226.215","Azure"
"40.78.226.216/29","40.78.226.216","40.78.226.223","Azure"
"40.78.226.224/27","40.78.226.224","40.78.226.255","Azure"
"40.78.227.0/27","40.78.227.0","40.78.227.31","Azure"
"40.78.227.32/28","40.78.227.32","40.78.227.47","Azure"
"40.78.227.64/26","40.78.227.64","40.78.227.127","Azure"
"40.78.227.128/25","40.78.227.128","40.78.227.255","Azure"
"40.78.229.0/27","40.78.229.0","40.78.229.31","Azure"
"40.78.229.32/29","40.78.229.32","40.78.229.39","Azure"
"40.78.229.40/29","40.78.229.40","40.78.229.47","Azure"
"40.78.229.48/28","40.78.229.48","40.78.229.63","Azure"
"40.78.229.64/28","40.78.229.64","40.78.229.79","Azure"
"40.78.229.80/28","40.78.229.80","40.78.229.95","Azure"
"40.78.229.96/28","40.78.229.96","40.78.229.111","Azure"
"40.78.229.112/28","40.78.229.112","40.78.229.127","Azure"
"40.78.229.128/25","40.78.229.128","40.78.229.255","Azure"
"40.78.231.0/24","40.78.231.0","40.78.231.255","Azure"
"40.78.232.0/21","40.78.232.0","40.78.239.255","Azure"
"40.78.232.0/26","40.78.232.0","40.78.232.63","Azure"
"40.78.233.0/26","40.78.233.0","40.78.233.63","Azure"
"40.78.234.0/27","40.78.234.0","40.78.234.31","Azure"
"40.78.234.32/29","40.78.234.32","40.78.234.39","Azure"
"40.78.234.40/29","40.78.234.40","40.78.234.47","Azure"
"40.78.234.48/29","40.78.234.48","40.78.234.55","Azure"
"40.78.234.56/29","40.78.234.56","40.78.234.63","Azure"
"40.78.234.64/27","40.78.234.64","40.78.234.95","Azure"
"40.78.234.96/27","40.78.234.96","40.78.234.127","Azure"
"40.78.234.128/28","40.78.234.128","40.78.234.143","Azure"
"40.78.234.144/28","40.78.234.144","40.78.234.159","Azure"
"40.78.234.176/28","40.78.234.176","40.78.234.191","Azure"
"40.78.234.192/27","40.78.234.192","40.78.234.223","Azure"
"40.78.234.224/27","40.78.234.224","40.78.234.255","Azure"
"40.78.235.0/24","40.78.235.0","40.78.235.255","Azure"
"40.78.236.0/25","40.78.236.0","40.78.236.127","Azure"
"40.78.236.128/29","40.78.236.128","40.78.236.135","Azure"
"40.78.236.136/29","40.78.236.136","40.78.236.143","Azure"
"40.78.236.144/28","40.78.236.144","40.78.236.159","Azure"
"40.78.236.160/28","40.78.236.160","40.78.236.175","Azure"
"40.78.236.176/28","40.78.236.176","40.78.236.191","Azure"
"40.78.236.192/26","40.78.236.192","40.78.236.255","Azure"
"40.78.238.0/27","40.78.238.0","40.78.238.31","Azure"
"40.78.238.32/28","40.78.238.32","40.78.238.47","Azure"
"40.78.238.48/29","40.78.238.48","40.78.238.55","Azure"
"40.78.238.56/31","40.78.238.56","40.78.238.57","Azure"
"40.78.238.60/30","40.78.238.60","40.78.238.63","Azure"
"40.78.238.64/26","40.78.238.64","40.78.238.127","Azure"
"40.78.238.128/25","40.78.238.128","40.78.238.255","Azure"
"40.78.239.0/28","40.78.239.0","40.78.239.15","Azure"
"40.78.239.16/28","40.78.239.16","40.78.239.31","Azure"
"40.78.239.32/28","40.78.239.32","40.78.239.47","Azure"
"40.78.239.48/28","40.78.239.48","40.78.239.63","Azure"
"40.78.239.128/25","40.78.239.128","40.78.239.255","Azure"
"40.78.240.0/20","40.78.240.0","40.78.255.255","Azure"
"40.78.240.0/26","40.78.240.0","40.78.240.63","Azure"
"40.78.241.0/26","40.78.241.0","40.78.241.63","Azure"
"40.78.242.0/25","40.78.242.0","40.78.242.127","Azure"
"40.78.242.128/28","40.78.242.128","40.78.242.143","Azure"
"40.78.242.144/29","40.78.242.144","40.78.242.151","Azure"
"40.78.242.152/29","40.78.242.152","40.78.242.159","Azure"
"40.78.242.160/29","40.78.242.160","40.78.242.167","Azure"
"40.78.242.168/30","40.78.242.168","40.78.242.171","Azure"
"40.78.242.172/31","40.78.242.172","40.78.242.173","Azure"
"40.78.242.176/28","40.78.242.176","40.78.242.191","Azure"
"40.78.242.192/27","40.78.242.192","40.78.242.223","Azure"
"40.78.242.224/27","40.78.242.224","40.78.242.255","Azure"
"40.78.243.16/29","40.78.243.16","40.78.243.23","Azure"
"40.78.243.24/29","40.78.243.24","40.78.243.31","Azure"
"40.78.243.32/27","40.78.243.32","40.78.243.63","Azure"
"40.78.243.64/26","40.78.243.64","40.78.243.127","Azure"
"40.78.243.128/27","40.78.243.128","40.78.243.159","Azure"
"40.78.243.160/28","40.78.243.160","40.78.243.175","Azure"
"40.78.243.176/28","40.78.243.176","40.78.243.191","Azure"
"40.78.243.192/26","40.78.243.192","40.78.243.255","Azure"
"40.78.245.0/28","40.78.245.0","40.78.245.15","Azure"
"40.78.245.16/28","40.78.245.16","40.78.245.31","Azure"
"40.78.245.32/27","40.78.245.32","40.78.245.63","Azure"
"40.78.245.64/26","40.78.245.64","40.78.245.127","Azure"
"40.78.245.128/28","40.78.245.128","40.78.245.143","Azure"
"40.78.245.144/28","40.78.245.144","40.78.245.159","Azure"
"40.78.245.160/27","40.78.245.160","40.78.245.191","Azure"
"40.78.245.192/30","40.78.245.192","40.78.245.195","Azure"
"40.78.245.208/28","40.78.245.208","40.78.245.223","Azure"
"40.78.246.0/24","40.78.246.0","40.78.246.255","Azure"
"40.78.247.0/26","40.78.247.0","40.78.247.63","Azure"
"40.78.248.0/26","40.78.248.0","40.78.248.63","Azure"
"40.78.249.0/26","40.78.249.0","40.78.249.63","Azure"
"40.78.250.0/26","40.78.250.0","40.78.250.63","Azure"
"40.78.250.64/28","40.78.250.64","40.78.250.79","Azure"
"40.78.250.80/29","40.78.250.80","40.78.250.87","Azure"
"40.78.250.88/29","40.78.250.88","40.78.250.95","Azure"
"40.78.250.96/29","40.78.250.96","40.78.250.103","Azure"
"40.78.250.104/30","40.78.250.104","40.78.250.107","Azure"
"40.78.250.108/31","40.78.250.108","40.78.250.109","Azure"
"40.78.250.112/28","40.78.250.112","40.78.250.127","Azure"
"40.78.250.128/27","40.78.250.128","40.78.250.159","Azure"
"40.78.250.160/27","40.78.250.160","40.78.250.191","Azure"
"40.78.250.208/29","40.78.250.208","40.78.250.215","Azure"
"40.78.250.216/29","40.78.250.216","40.78.250.223","Azure"
"40.78.250.224/27","40.78.250.224","40.78.250.255","Azure"
"40.78.251.0/26","40.78.251.0","40.78.251.63","Azure"
"40.78.251.64/27","40.78.251.64","40.78.251.95","Azure"
"40.78.251.96/28","40.78.251.96","40.78.251.111","Azure"
"40.78.251.128/28","40.78.251.128","40.78.251.143","Azure"
"40.78.251.144/28","40.78.251.144","40.78.251.159","Azure"
"40.78.251.160/27","40.78.251.160","40.78.251.191","Azure"
"40.78.251.192/28","40.78.251.192","40.78.251.207","Azure"
"40.78.251.208/28","40.78.251.208","40.78.251.223","Azure"
"40.78.251.224/27","40.78.251.224","40.78.251.255","Azure"
"40.78.253.0/26","40.78.253.0","40.78.253.63","Azure"
"40.78.253.64/30","40.78.253.64","40.78.253.67","Azure"
"40.78.253.128/26","40.78.253.128","40.78.253.191","Azure"
"40.78.254.0/23","40.78.254.0","40.78.255.255","Azure"
"40.79.0.0/21","40.79.0.0","40.79.7.255","Azure"
"40.79.8.0/27","40.79.8.0","40.79.8.31","Azure"
"40.79.8.16/28","40.79.8.16","40.79.8.31","Azure"
"40.79.8.32/28","40.79.8.32","40.79.8.47","Azure"
"40.79.8.64/27","40.79.8.64","40.79.8.95","Azure"
"40.79.8.96/28","40.79.8.96","40.79.8.111","Azure"
"40.79.9.0/24","40.79.9.0","40.79.9.255","Azure"
"40.79.16.0/20","40.79.16.0","40.79.31.255","Azure"
"40.79.32.0/20","40.79.32.0","40.79.47.255","Azure"
"40.79.32.162/32","40.79.32.162","40.79.32.162","Azure"
"40.79.39.162/32","40.79.39.162","40.79.39.162","Azure"
"40.79.44.7/32","40.79.44.7","40.79.44.7","Azure"
"40.79.44.59/32","40.79.44.59","40.79.44.59","Azure"
"40.79.48.0/27","40.79.48.0","40.79.48.31","Azure"
"40.79.48.16/28","40.79.48.16","40.79.48.31","Azure"
"40.79.48.32/28","40.79.48.32","40.79.48.47","Azure"
"40.79.49.0/24","40.79.49.0","40.79.49.255","Azure"
"40.79.56.0/21","40.79.56.0","40.79.63.255","Azure"
"40.79.59.92/32","40.79.59.92","40.79.59.92","Azure"
"40.79.64.0/20","40.79.64.0","40.79.79.255","Azure"
"40.79.65.200/32","40.79.65.200","40.79.65.200","Azure"
"40.79.67.136/32","40.79.67.136","40.79.67.136","Azure"
"40.79.74.86/32","40.79.74.86","40.79.74.86","Azure"
"40.79.80.0/21","40.79.80.0","40.79.87.255","Azure"
"40.79.84.180/32","40.79.84.180","40.79.84.180","Azure"
"40.79.88.0/27","40.79.88.0","40.79.88.31","Azure"
"40.79.88.16/28","40.79.88.16","40.79.88.31","Azure"
"40.79.88.16/30","40.79.88.16","40.79.88.19","Azure"
"40.79.88.20/31","40.79.88.20","40.79.88.21","Azure"
"40.79.88.22/32","40.79.88.22","40.79.88.22","Azure"
"40.79.88.24/31","40.79.88.24","40.79.88.25","Azure"
"40.79.88.26/32","40.79.88.26","40.79.88.26","Azure"
"40.79.88.28/32","40.79.88.28","40.79.88.28","Azure"
"40.79.88.30/31","40.79.88.30","40.79.88.31","Azure"
"40.79.88.32/28","40.79.88.32","40.79.88.47","Azure"
"40.79.89.0/24","40.79.89.0","40.79.89.255","Azure"
"40.79.90.0/24","40.79.90.0","40.79.90.255","Azure"
"40.79.91.0/28","40.79.91.0","40.79.91.15","Azure"
"40.79.92.0/24","40.79.92.0","40.79.92.255","Azure"
"40.79.93.0/28","40.79.93.0","40.79.93.15","Azure"
"40.79.94.0/24","40.79.94.0","40.79.94.255","Azure"
"40.79.95.0/28","40.79.95.0","40.79.95.15","Azure"
"40.79.96.0/19","40.79.96.0","40.79.127.255","Azure"
"40.79.114.102/32","40.79.114.102","40.79.114.102","Azure"
"40.79.114.144/32","40.79.114.144","40.79.114.144","Azure"
"40.79.118.1/32","40.79.118.1","40.79.118.1","Azure"
"40.79.118.5/32","40.79.118.5","40.79.118.5","Azure"
"40.79.128.0/20","40.79.128.0","40.79.143.255","Azure"
"40.79.128.0/27","40.79.128.0","40.79.128.31","Azure"
"40.79.129.0/27","40.79.129.0","40.79.129.31","Azure"
"40.79.130.0/28","40.79.130.0","40.79.130.15","Azure"
"40.79.130.16/28","40.79.130.16","40.79.130.31","Azure"
"40.79.130.32/29","40.79.130.32","40.79.130.39","Azure"
"40.79.130.40/30","40.79.130.40","40.79.130.43","Azure"
"40.79.130.44/31","40.79.130.44","40.79.130.45","Azure"
"40.79.130.46/31","40.79.130.46","40.79.130.47","Azure"
"40.79.130.48/29","40.79.130.48","40.79.130.55","Azure"
"40.79.130.56/29","40.79.130.56","40.79.130.63","Azure"
"40.79.130.64/26","40.79.130.64","40.79.130.127","Azure"
"40.79.130.128/27","40.79.130.128","40.79.130.159","Azure"
"40.79.130.160/27","40.79.130.160","40.79.130.191","Azure"
"40.79.130.192/28","40.79.130.192","40.79.130.207","Azure"
"40.79.130.208/28","40.79.130.208","40.79.130.223","Azure"
"40.79.130.224/29","40.79.130.224","40.79.130.231","Azure"
"40.79.130.232/29","40.79.130.232","40.79.130.239","Azure"
"40.79.130.240/29","40.79.130.240","40.79.130.247","Azure"
"40.79.130.248/29","40.79.130.248","40.79.130.255","Azure"
"40.79.131.0/26","40.79.131.0","40.79.131.63","Azure"
"40.79.131.64/27","40.79.131.64","40.79.131.95","Azure"
"40.79.131.96/27","40.79.131.96","40.79.131.127","Azure"
"40.79.131.128/27","40.79.131.128","40.79.131.159","Azure"
"40.79.131.192/28","40.79.131.192","40.79.131.207","Azure"
"40.79.131.224/28","40.79.131.224","40.79.131.239","Azure"
"40.79.131.240/28","40.79.131.240","40.79.131.255","Azure"
"40.79.132.0/27","40.79.132.0","40.79.132.31","Azure"
"40.79.132.32/29","40.79.132.32","40.79.132.39","Azure"
"40.79.132.40/29","40.79.132.40","40.79.132.47","Azure"
"40.79.132.48/29","40.79.132.48","40.79.132.55","Azure"
"40.79.132.56/30","40.79.132.56","40.79.132.59","Azure"
"40.79.132.64/28","40.79.132.64","40.79.132.79","Azure"
"40.79.132.88/29","40.79.132.88","40.79.132.95","Azure"
"40.79.132.96/28","40.79.132.96","40.79.132.111","Azure"
"40.79.132.112/28","40.79.132.112","40.79.132.127","Azure"
"40.79.132.128/27","40.79.132.128","40.79.132.159","Azure"
"40.79.132.160/27","40.79.132.160","40.79.132.191","Azure"
"40.79.132.192/26","40.79.132.192","40.79.132.255","Azure"
"40.79.134.0/23","40.79.134.0","40.79.135.255","Azure"
"40.79.136.0/27","40.79.136.0","40.79.136.31","Azure"
"40.79.137.0/27","40.79.137.0","40.79.137.31","Azure"
"40.79.138.0/28","40.79.138.0","40.79.138.15","Azure"
"40.79.138.16/29","40.79.138.16","40.79.138.23","Azure"
"40.79.138.24/29","40.79.138.24","40.79.138.31","Azure"
"40.79.138.32/29","40.79.138.32","40.79.138.39","Azure"
"40.79.138.40/30","40.79.138.40","40.79.138.43","Azure"
"40.79.138.44/31","40.79.138.44","40.79.138.45","Azure"
"40.79.138.48/28","40.79.138.48","40.79.138.63","Azure"
"40.79.138.64/27","40.79.138.64","40.79.138.95","Azure"
"40.79.138.96/27","40.79.138.96","40.79.138.127","Azure"
"40.79.138.128/28","40.79.138.128","40.79.138.143","Azure"
"40.79.138.144/29","40.79.138.144","40.79.138.151","Azure"
"40.79.138.152/29","40.79.138.152","40.79.138.159","Azure"
"40.79.138.160/27","40.79.138.160","40.79.138.191","Azure"
"40.79.138.192/26","40.79.138.192","40.79.138.255","Azure"
"40.79.139.0/28","40.79.139.0","40.79.139.15","Azure"
"40.79.139.16/28","40.79.139.16","40.79.139.31","Azure"
"40.79.139.32/27","40.79.139.32","40.79.139.63","Azure"
"40.79.139.64/28","40.79.139.64","40.79.139.79","Azure"
"40.79.139.80/28","40.79.139.80","40.79.139.95","Azure"
"40.79.139.96/27","40.79.139.96","40.79.139.127","Azure"
"40.79.139.128/28","40.79.139.128","40.79.139.143","Azure"
"40.79.139.144/28","40.79.139.144","40.79.139.159","Azure"
"40.79.139.160/27","40.79.139.160","40.79.139.191","Azure"
"40.79.139.192/30","40.79.139.192","40.79.139.195","Azure"
"40.79.139.208/28","40.79.139.208","40.79.139.223","Azure"
"40.79.141.0/25","40.79.141.0","40.79.141.127","Azure"
"40.79.141.0/26","40.79.141.0","40.79.141.63","Azure"
"40.79.141.64/26","40.79.141.64","40.79.141.127","Azure"
"40.79.144.0/21","40.79.144.0","40.79.151.255","Azure"
"40.79.144.0/27","40.79.144.0","40.79.144.31","Azure"
"40.79.145.0/27","40.79.145.0","40.79.145.31","Azure"
"40.79.146.0/28","40.79.146.0","40.79.146.15","Azure"
"40.79.146.16/29","40.79.146.16","40.79.146.23","Azure"
"40.79.146.24/29","40.79.146.24","40.79.146.31","Azure"
"40.79.146.32/29","40.79.146.32","40.79.146.39","Azure"
"40.79.146.40/30","40.79.146.40","40.79.146.43","Azure"
"40.79.146.44/31","40.79.146.44","40.79.146.45","Azure"
"40.79.146.48/28","40.79.146.48","40.79.146.63","Azure"
"40.79.146.64/27","40.79.146.64","40.79.146.95","Azure"
"40.79.146.96/27","40.79.146.96","40.79.146.127","Azure"
"40.79.146.128/28","40.79.146.128","40.79.146.143","Azure"
"40.79.146.144/29","40.79.146.144","40.79.146.151","Azure"
"40.79.146.152/29","40.79.146.152","40.79.146.159","Azure"
"40.79.146.160/27","40.79.146.160","40.79.146.191","Azure"
"40.79.146.192/28","40.79.146.192","40.79.146.207","Azure"
"40.79.146.208/28","40.79.146.208","40.79.146.223","Azure"
"40.79.146.224/28","40.79.146.224","40.79.146.239","Azure"
"40.79.146.240/28","40.79.146.240","40.79.146.255","Azure"
"40.79.148.0/27","40.79.148.0","40.79.148.31","Azure"
"40.79.148.32/27","40.79.148.32","40.79.148.63","Azure"
"40.79.148.64/28","40.79.148.64","40.79.148.79","Azure"
"40.79.148.80/30","40.79.148.80","40.79.148.83","Azure"
"40.79.148.96/27","40.79.148.96","40.79.148.127","Azure"
"40.79.148.128/25","40.79.148.128","40.79.148.255","Azure"
"40.79.148.128/26","40.79.148.128","40.79.148.191","Azure"
"40.79.148.192/26","40.79.148.192","40.79.148.255","Azure"
"40.79.152.0/21","40.79.152.0","40.79.159.255","Azure"
"40.79.152.0/26","40.79.152.0","40.79.152.63","Azure"
"40.79.152.192/26","40.79.152.192","40.79.152.255","Azure"
"40.79.153.0/26","40.79.153.0","40.79.153.63","Azure"
"40.79.153.192/26","40.79.153.192","40.79.153.255","Azure"
"40.79.154.0/27","40.79.154.0","40.79.154.31","Azure"
"40.79.154.32/27","40.79.154.32","40.79.154.63","Azure"
"40.79.154.64/28","40.79.154.64","40.79.154.79","Azure"
"40.79.154.80/29","40.79.154.80","40.79.154.87","Azure"
"40.79.154.88/29","40.79.154.88","40.79.154.95","Azure"
"40.79.154.96/29","40.79.154.96","40.79.154.103","Azure"
"40.79.154.104/29","40.79.154.104","40.79.154.111","Azure"
"40.79.154.128/26","40.79.154.128","40.79.154.191","Azure"
"40.79.154.192/27","40.79.154.192","40.79.154.223","Azure"
"40.79.154.224/27","40.79.154.224","40.79.154.255","Azure"
"40.79.155.0/26","40.79.155.0","40.79.155.63","Azure"
"40.79.155.64/26","40.79.155.64","40.79.155.127","Azure"
"40.79.155.128/25","40.79.155.128","40.79.155.255","Azure"
"40.79.156.0/27","40.79.156.0","40.79.156.31","Azure"
"40.79.156.32/29","40.79.156.32","40.79.156.39","Azure"
"40.79.156.40/29","40.79.156.40","40.79.156.47","Azure"
"40.79.156.48/28","40.79.156.48","40.79.156.63","Azure"
"40.79.156.64/27","40.79.156.64","40.79.156.95","Azure"
"40.79.156.96/28","40.79.156.96","40.79.156.111","Azure"
"40.79.156.112/28","40.79.156.112","40.79.156.127","Azure"
"40.79.156.128/25","40.79.156.128","40.79.156.255","Azure"
"40.79.158.0/23","40.79.158.0","40.79.159.255","Azure"
"40.79.160.0/20","40.79.160.0","40.79.175.255","Azure"
"40.79.160.0/27","40.79.160.0","40.79.160.31","Azure"
"40.79.161.0/27","40.79.161.0","40.79.161.31","Azure"
"40.79.162.0/28","40.79.162.0","40.79.162.15","Azure"
"40.79.162.16/29","40.79.162.16","40.79.162.23","Azure"
"40.79.162.24/29","40.79.162.24","40.79.162.31","Azure"
"40.79.162.32/29","40.79.162.32","40.79.162.39","Azure"
"40.79.162.40/29","40.79.162.40","40.79.162.47","Azure"
"40.79.162.48/28","40.79.162.48","40.79.162.63","Azure"
"40.79.162.64/27","40.79.162.64","40.79.162.95","Azure"
"40.79.162.96/27","40.79.162.96","40.79.162.127","Azure"
"40.79.162.128/27","40.79.162.128","40.79.162.159","Azure"
"40.79.162.160/27","40.79.162.160","40.79.162.191","Azure"
"40.79.162.192/26","40.79.162.192","40.79.162.255","Azure"
"40.79.163.0/29","40.79.163.0","40.79.163.7","Azure"
"40.79.163.8/29","40.79.163.8","40.79.163.15","Azure"
"40.79.163.16/28","40.79.163.16","40.79.163.31","Azure"
"40.79.163.32/27","40.79.163.32","40.79.163.63","Azure"
"40.79.163.64/29","40.79.163.64","40.79.163.71","Azure"
"40.79.163.72/29","40.79.163.72","40.79.163.79","Azure"
"40.79.163.80/28","40.79.163.80","40.79.163.95","Azure"
"40.79.163.96/27","40.79.163.96","40.79.163.127","Azure"
"40.79.163.128/28","40.79.163.128","40.79.163.143","Azure"
"40.79.163.144/29","40.79.163.144","40.79.163.151","Azure"
"40.79.163.152/31","40.79.163.152","40.79.163.153","Azure"
"40.79.163.156/30","40.79.163.156","40.79.163.159","Azure"
"40.79.163.160/27","40.79.163.160","40.79.163.191","Azure"
"40.79.163.192/26","40.79.163.192","40.79.163.255","Azure"
"40.79.165.0/26","40.79.165.0","40.79.165.63","Azure"
"40.79.165.64/28","40.79.165.64","40.79.165.79","Azure"
"40.79.165.80/29","40.79.165.80","40.79.165.87","Azure"
"40.79.165.96/27","40.79.165.96","40.79.165.127","Azure"
"40.79.165.128/25","40.79.165.128","40.79.165.255","Azure"
"40.79.166.0/25","40.79.166.0","40.79.166.127","Azure"
"40.79.168.0/27","40.79.168.0","40.79.168.31","Azure"
"40.79.169.0/27","40.79.169.0","40.79.169.31","Azure"
"40.79.170.0/29","40.79.170.0","40.79.170.7","Azure"
"40.79.170.8/29","40.79.170.8","40.79.170.15","Azure"
"40.79.170.16/29","40.79.170.16","40.79.170.23","Azure"
"40.79.170.24/29","40.79.170.24","40.79.170.31","Azure"
"40.79.170.32/28","40.79.170.32","40.79.170.47","Azure"
"40.79.170.48/28","40.79.170.48","40.79.170.63","Azure"
"40.79.170.64/26","40.79.170.64","40.79.170.127","Azure"
"40.79.170.128/27","40.79.170.128","40.79.170.159","Azure"
"40.79.170.160/27","40.79.170.160","40.79.170.191","Azure"
"40.79.170.192/27","40.79.170.192","40.79.170.223","Azure"
"40.79.170.224/28","40.79.170.224","40.79.170.239","Azure"
"40.79.170.240/29","40.79.170.240","40.79.170.247","Azure"
"40.79.170.248/29","40.79.170.248","40.79.170.255","Azure"
"40.79.171.0/27","40.79.171.0","40.79.171.31","Azure"
"40.79.171.32/27","40.79.171.32","40.79.171.63","Azure"
"40.79.171.64/27","40.79.171.64","40.79.171.95","Azure"
"40.79.171.96/28","40.79.171.96","40.79.171.111","Azure"
"40.79.171.112/28","40.79.171.112","40.79.171.127","Azure"
"40.79.171.128/27","40.79.171.128","40.79.171.159","Azure"
"40.79.171.160/28","40.79.171.160","40.79.171.175","Azure"
"40.79.171.176/28","40.79.171.176","40.79.171.191","Azure"
"40.79.171.192/27","40.79.171.192","40.79.171.223","Azure"
"40.79.171.224/31","40.79.171.224","40.79.171.225","Azure"
"40.79.171.228/30","40.79.171.228","40.79.171.231","Azure"
"40.79.171.240/28","40.79.171.240","40.79.171.255","Azure"
"40.79.173.0/30","40.79.173.0","40.79.173.3","Azure"
"40.79.173.16/28","40.79.173.16","40.79.173.31","Azure"
"40.79.173.128/25","40.79.173.128","40.79.173.255","Azure"
"40.79.174.0/25","40.79.174.0","40.79.174.127","Azure"
"40.79.176.0/21","40.79.176.0","40.79.183.255","Azure"
"40.79.176.0/27","40.79.176.0","40.79.176.31","Azure"
"40.79.176.32/30","40.79.176.32","40.79.176.35","Azure"
"40.79.177.0/27","40.79.177.0","40.79.177.31","Azure"
"40.79.178.0/28","40.79.178.0","40.79.178.15","Azure"
"40.79.178.16/28","40.79.178.16","40.79.178.31","Azure"
"40.79.178.32/27","40.79.178.32","40.79.178.63","Azure"
"40.79.178.64/30","40.79.178.64","40.79.178.67","Azure"
"40.79.178.68/31","40.79.178.68","40.79.178.69","Azure"
"40.79.178.70/31","40.79.178.70","40.79.178.71","Azure"
"40.79.178.72/29","40.79.178.72","40.79.178.79","Azure"
"40.79.178.80/29","40.79.178.80","40.79.178.87","Azure"
"40.79.178.88/29","40.79.178.88","40.79.178.95","Azure"
"40.79.178.96/27","40.79.178.96","40.79.178.127","Azure"
"40.79.178.128/26","40.79.178.128","40.79.178.191","Azure"
"40.79.178.192/27","40.79.178.192","40.79.178.223","Azure"
"40.79.178.224/28","40.79.178.224","40.79.178.239","Azure"
"40.79.178.240/28","40.79.178.240","40.79.178.255","Azure"
"40.79.179.0/29","40.79.179.0","40.79.179.7","Azure"
"40.79.179.8/29","40.79.179.8","40.79.179.15","Azure"
"40.79.179.16/28","40.79.179.16","40.79.179.31","Azure"
"40.79.179.32/27","40.79.179.32","40.79.179.63","Azure"
"40.79.179.64/26","40.79.179.64","40.79.179.127","Azure"
"40.79.179.128/27","40.79.179.128","40.79.179.159","Azure"
"40.79.179.192/28","40.79.179.192","40.79.179.207","Azure"
"40.79.179.208/28","40.79.179.208","40.79.179.223","Azure"
"40.79.179.224/27","40.79.179.224","40.79.179.255","Azure"
"40.79.180.0/28","40.79.180.0","40.79.180.15","Azure"
"40.79.180.16/29","40.79.180.16","40.79.180.23","Azure"
"40.79.180.24/30","40.79.180.24","40.79.180.27","Azure"
"40.79.180.32/28","40.79.180.32","40.79.180.47","Azure"
"40.79.180.48/29","40.79.180.48","40.79.180.55","Azure"
"40.79.180.56/29","40.79.180.56","40.79.180.63","Azure"
"40.79.180.64/27","40.79.180.64","40.79.180.95","Azure"
"40.79.180.96/27","40.79.180.96","40.79.180.127","Azure"
"40.79.180.128/28","40.79.180.128","40.79.180.143","Azure"
"40.79.180.144/29","40.79.180.144","40.79.180.151","Azure"
"40.79.180.160/27","40.79.180.160","40.79.180.191","Azure"
"40.79.180.192/28","40.79.180.192","40.79.180.207","Azure"
"40.79.180.208/28","40.79.180.208","40.79.180.223","Azure"
"40.79.180.224/27","40.79.180.224","40.79.180.255","Azure"
"40.79.182.0/23","40.79.182.0","40.79.183.255","Azure"
"40.79.184.0/21","40.79.184.0","40.79.191.255","Azure"
"40.79.184.0/27","40.79.184.0","40.79.184.31","Azure"
"40.79.185.0/27","40.79.185.0","40.79.185.31","Azure"
"40.79.186.0/29","40.79.186.0","40.79.186.7","Azure"
"40.79.186.8/29","40.79.186.8","40.79.186.15","Azure"
"40.79.186.16/28","40.79.186.16","40.79.186.31","Azure"
"40.79.186.32/27","40.79.186.32","40.79.186.63","Azure"
"40.79.186.64/27","40.79.186.64","40.79.186.95","Azure"
"40.79.186.96/27","40.79.186.96","40.79.186.127","Azure"
"40.79.186.128/27","40.79.186.128","40.79.186.159","Azure"
"40.79.186.160/28","40.79.186.160","40.79.186.175","Azure"
"40.79.187.0/29","40.79.187.0","40.79.187.7","Azure"
"40.79.187.8/29","40.79.187.8","40.79.187.15","Azure"
"40.79.187.16/28","40.79.187.16","40.79.187.31","Azure"
"40.79.187.32/27","40.79.187.32","40.79.187.63","Azure"
"40.79.187.64/26","40.79.187.64","40.79.187.127","Azure"
"40.79.187.128/27","40.79.187.128","40.79.187.159","Azure"
"40.79.187.160/29","40.79.187.160","40.79.187.167","Azure"
"40.79.187.168/29","40.79.187.168","40.79.187.175","Azure"
"40.79.187.176/28","40.79.187.176","40.79.187.191","Azure"
"40.79.187.192/29","40.79.187.192","40.79.187.199","Azure"
"40.79.187.208/28","40.79.187.208","40.79.187.223","Azure"
"40.79.187.224/27","40.79.187.224","40.79.187.255","Azure"
"40.79.189.0/27","40.79.189.0","40.79.189.31","Azure"
"40.79.189.32/28","40.79.189.32","40.79.189.47","Azure"
"40.79.189.48/29","40.79.189.48","40.79.189.55","Azure"
"40.79.189.56/31","40.79.189.56","40.79.189.57","Azure"
"40.79.189.60/30","40.79.189.60","40.79.189.63","Azure"
"40.79.189.64/27","40.79.189.64","40.79.189.95","Azure"
